,calories,carbs,cook_time,course,cuisine,description,labels,name,photos,prep_time,protein,rating,saturated_fat,servings,sugar,total_fat,total_time,url
0,,,35,snacks,,", crisp mathri recipe | how to make mathri recipe"," Kids Recipes,Festival Recipes, North Indian Recipes, Starters & Snacks Recipes, Punjabi Recipes, Indian Breakfast Recipes",mathri ,True,25,,['4.34'],,3to4,,,60,http://www.vegrecipesofindia.com/mathri-recipe-mathri/
0,112,17,20,"breakfasts,snacks",Maharashtrian, | instant thalipeeth recipe | maharashtrian thalipeeth recipe," Kids Recipes, Indian Street Food,30 Minutes Recipes,Maharashtrian Recipes, Starters & Snacks Recipes, Maharashtrian Recipes, Tiffin Recipes, Popular Indian Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",thalipeeth ,False,5,2,['4.34'],,12thalipeeth,,3,25,http://www.vegrecipesofindia.com/thalipeeth-recipe/
0,210,31,10,"Breakfast,snacks",world,", how to make veg cream cheese sandwich recipe"," Kids Recipes,Kids Recipes,15 Minutes Recipes, Starters & Snacks Recipes,Bachelor Recipes,Baked Snacks, International Cuisines",cream cheese sandwich ,True,10,7,['5'],2,5sandwiches,5,6,20,http://www.vegrecipesofindia.com/cream-cheese-sandwich-recipe/
0,,,3,starter,world,", how to make veggie salad | healthy veggie salad"," Kids Recipes, Summer Recipes,15 Minutes Recipes, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes,International Cuisines,Gluten Free,Bachelor Recipes, Low Fat Recipes",veggie salad ,False,10,,['5'],,2-3,,,13,http://www.vegrecipesofindia.com/veggie-salad-veg-salad-recipe/
0,,,10,,, | amla avakaya recipe | andhra style amla pickle recipe,"Vegan Recipes,30 Minutes Recipes, Vegan Recipes, Pickles-Sauces-Dips,Andhra Recipes,Bachelor Recipes, South Indian Recipes",amla pickle ,True,20,,['4'],,1smalljar,,,30,http://www.vegrecipesofindia.com/amla-pickle-recipe-amla-avakaya/
0,,,25,side,northindian,," Main Course, Tiffin Recipes, North Indian Recipes, Vegan Recipes,Indian Vegetable Recipes,Bachelor Recipes","lahsuni bhindi or garlic bhindi, how to make lahsuni bhindi ",True,15,,['4.75'],,2,,,40,http://www.vegrecipesofindia.com/lahsuni-bhindi-or-garlic-bhindi/
0,106,10,9,sweets,northindian,", how to make badam ladoo recipe | ladoo recipes"," Kids Recipes,Vegan Recipes,30 Minutes Recipes, North Indian Recipes, Vegan Recipes,Gluten Free, Festival Recipes, Toddler Recipes,Desserts,Bachelor Recipes",badam ladoo ,True,1,2,['3.34'],,10ladoos,7,6,10,http://www.vegrecipesofindia.com/badam-ladoo-recipe/
0,,,7,side,"karnataka,southindian",", potato masala for davangere benne dosa recipe","30 Minutes Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free,Karnataka Recipes,Bachelor Recipes, South Indian Recipes",potato palya ,True,15,,[''],,3to4,,,22,http://www.vegrecipesofindia.com/potato-palya-recipe-potato-masala/
0,,,30,desserts,"Indian,Maharashtrian",", how to make fried modak for ganesh chaturthi festival","Festival Recipes, Vegan Recipes, Maharashtrian Recipes",fried modak ,True,35,,['3.75'],,10-12modaks,,,65,http://www.vegrecipesofindia.com/fried-modak-recipe/
0,,,20,side,"southindian,tamilnadu", | vazhakkai poriyal recipe," Kids Recipes, No Onion No Garlic, Main Course,30 Minutes Recipes, Tiffin Recipes, Vegan Recipes,Indian Vegetable Recipes, Tamil Nadu,Bachelor Recipes, South Indian Recipes",raw banana poriyal ,True,5,,['4'],,3to4,,,25,http://www.vegrecipesofindia.com/raw-banana-poriyal-recipe-vazhakkai-poriyal/
0,,,35,desserts,Indian, | easy malai kulfi recipe without condensed milk or mawa," Kids Recipes, North Indian Recipes,Gluten Free, Punjabi Recipes,Desserts, Popular Indian Recipes",malai kulfi ,True,5,,['4.25'],,,,,40,http://www.vegrecipesofindia.com/malai-kulfi-recipe/
0,23,5,,appetiser,Indian,", how to make coriander chutney | dhania chutney","15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Chutneys,Bachelor Recipes",coriander chutney ,True,10,,['4.67'],,1smallbowl,1,,10,http://www.vegrecipesofindia.com/coriander-chutney/
0,,,20,snacks,Indian, on tawa or stove top or pan | tawa paneer tikka recipe," Kids Recipes,Festival Recipes, Indian Street Food, Paneer Recipes, North Indian Recipes, Starters & Snacks Recipes, Tiffin Recipes,Gluten Free, Punjabi Recipes,Bachelor Recipes",paneer tikka ,True,60,,['4.53'],,3to4,,,80,http://www.vegrecipesofindia.com/paneer-tikka-on-stove-top-recipe/
0,,,20,"main,side",northindian,", how to make mixed sprouts curry"," Main Course,30 Minutes Recipes, North Indian Recipes, Vegan Recipes,Indian Curries,Bachelor Recipes",mixed sprouts curry ,False,15,,[''],,3-4,,,35,http://www.vegrecipesofindia.com/mixed-sprouts-curry-recipe/
0,,,105,Dessert,world,", how to make christmas fruit cake recipe","Desserts, International Cuisines, Eggless Cakes, Vegan Recipes",eggless christmas fruit cake ,True,1440,,['4.58'],,1largecake,,,1545,http://www.vegrecipesofindia.com/eggless-christmas-fruit-cake/
0,,,20,main,goan,", how to make goan veg sorak curry recipe"," Main Course,30 Minutes Recipes, Indian Curries, Vegan Recipes,Goan Recipes,Bachelor Recipes, Konkani Recipes",sorak curry ,True,10,,['4.5'],,3to4,,,30,http://www.vegrecipesofindia.com/sorak-curry-recipe/
0,620,82,30,"Snack,starters","northindia,Punjabi",", fried and baked punjabi mathri, how to make mathri"," Kids Recipes, No Onion No Garlic, Tiffin Recipes, North Indian Recipes, Starters & Snacks Recipes, Vegan Recipes, Festival Recipes, Punjabi Recipes,Baked Snacks",mathri ,True,40,11,['4.8'],9,3to4,,26,70,http://www.vegrecipesofindia.com/punjabi-mathri-fried-mathri-baked-mathri-recipe/
0,,,15,Dessert,international,", how to make eggless vanilla ice cream recipe"," Kids Recipes, Summer Recipes, Navratri & Fasting Recipes,Gluten Free,Desserts,Bachelor Recipes, International Cuisines",vanilla ice cream ,True,15,,['4.5'],,4,,,30,http://www.vegrecipesofindia.com/vanilla-ice-cream-recipe-eggless/
0,,,40,main,Maharashtrian,", how to make matki amti recipe | amti recipes"," Main Course, Vegan Recipes, Maharashtrian Recipes,Gluten Free,Dal Recipes,Bachelor Recipes",matki amti ,False,15,,['4.5'],,4,,,55,http://www.vegrecipesofindia.com/matki-amti-recipe-amti-recipes/
0,,,2,"condiment,side",southindian, | roasted bengal gram chutney,"15 Minutes Recipes, No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free, Tamil Nadu,Chutneys,Bachelor Recipes, South Indian Recipes",roasted chana dal chutney ,True,5,,['4.75'],,2to3,,,7,http://www.vegrecipesofindia.com/roasted-chana-dal-chutney-recipe/
0,,,20,main,southindian,", how to make veg korma | mix veg kurma recipe","Festival Recipes, Main Course, Indian Curries,Gluten Free, Popular Indian Recipes, South Indian Recipes",vegetable korma ,True,30,,['4.49'],,4to5,,,50,http://www.vegrecipesofindia.com/veg-korma-recipe-mix-vegetable-kurma/
0,,,35,side,"northindian,Punjabi",", how to make bharwan karela or stuffed karela"," Punjabi Recipes, Main Course, North Indian Recipes, Vegan Recipes,Indian Vegetable Recipes",bharwan karela ,False,25,,['3.1'],,3to4,,,60,http://www.vegrecipesofindia.com/bharwan-karela-stuffed-bitter-gourd/
0,,,,side,southindian,", how to make capsicum raita recipe","Kids Recipes,15 Minutes Recipes, Starters & Snacks Recipes, Pickles-Sauces-Dips,Gluten Free, South Indian Recipes,Bachelor Recipes,Starters & Snacks Recipes",capsicum raita ,True,15,,['4'],,2-3,,,15,http://www.vegrecipesofindia.com/capsicum-raita-recipe-capsicum-raita/
0,,,25,snacks,Indian,", how to make sabudana chivda recipe","Kids Recipes, Navratri & Fasting Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Gluten Free",sabudana chiwda ,True,5,,['4.5'],,2to3,,,30,http://www.vegrecipesofindia.com/sabudana-chiwda-recipe-sabudana-recipes/
0,,,,condiment,Indian,", how to make pav bhaji masala powder","Cooking Tips & Methods,Bachelor Recipes, Vegan Recipes,Gluten Free",pav bhaji masala ,True,,,['5'],,100grams,,,,http://www.vegrecipesofindia.com/pav-bhaji-masala-powder-recipe/
0,,,30,"side,starters",IndoChinese,", how to make veg hot and sour soup"," Starters & Snacks Recipes, Indo-Chinese Recipes, Vegan Recipes,Bachelor Recipes,Indian Street Food, Low Fat Recipes",vegetable hot and sour soup ,False,15,,['4.43'],,2to3,,,45,http://www.vegrecipesofindia.com/veg-hot-and-sour-soup-recipe/
0,,,30,main,southindian,", how to make aloo biryani | potato biryani recipe","Kids Recipes, Main Course, Vegan Recipes,Gluten Free, Rice Recipes, South Indian Recipes",baby potato biryani ,True,60,,['4.41'],,4,,,90,http://www.vegrecipesofindia.com/baby-potato-biryani-recipe-aloo-biryani-recipe/
0,54,10,10,"breakfasts,snacks","kerala,southindian", | nool puttu | kerala idiyappam recipe with rice flour," Kids Recipes, Kerala Recipes,Kerala Recipes,30 Minutes Recipes, Starters & Snacks Recipes,Gluten Free, Vegan Recipes, Popular Indian Recipes, Rice Recipes,Indian Breakfast Recipes, South Indian Recipes",idiyappam ,False,10,,['5'],,12idiyappams,,,20,http://www.vegrecipesofindia.com/idiyappam-recipe-nool-puttu/
0,120,14,30,"Breakfast,snacks","Maharashtrian,westernindian",," Kids Recipes, Navratri & Fasting Recipes, No Onion No Garlic, Starters & Snacks Recipes, Maharashtrian Recipes,Gluten Free, Vegan Recipes,Indian Street Food","Sabudana Vada Recipe, How to make Sabudana Vada Recipe for fasting",True,300,2,['5'],1,18vadas,,6,330,http://www.vegrecipesofindia.com/sabudana-vada-recipe-how-to-make-sabudana-vada-recipe/
0,72,5,10,side,"kerala,southindian",", vellarikka pachadi recipe | kerala cucumber kichadi","15 Minutes Recipes,Festival Recipes,Kerala Recipes, Kerala Recipes,Gluten Free, Pickles-Sauces-Dips,Bachelor Recipes, South Indian Recipes",cucumber pachadi ,False,5,2,[''],3,4,3,4,15,http://www.vegrecipesofindia.com/cucumber-pachadi-recipe/
0,,,10,side,southindian,", how to make onion chutney recipe for idli, dosa","15 Minutes Recipes, Tiffin Recipes, Tamil Nadu,Chutneys,Bachelor Recipes, South Indian Recipes",onion chutney ,False,5,,['4.75'],,2to3,,,15,http://www.vegrecipesofindia.com/onion-chutney-recipe/
0,,,20,main,southindian, | mangalore style veg sambar recipe," Karnataka Recipes, Vegan Recipes,Indian Vegetable Recipes",vegetable sambar ,True,30,,['5'],,4,,,50,http://www.vegrecipesofindia.com/vegetable-sambar-recipe-mangalore-style-sambar/
0,,,,,, with cashew cream | indian fruit salad recipe," Kids Recipes,Desserts, Vegan Recipes, Navratri & Fasting Recipes, Festival Recipes",fruit salad ,False,30,,['4'],,3to4,,,30,http://www.vegrecipesofindia.com/fruit-salad-with-cashew-cream/
0,,,15,"desserts,sweets",Indian,", how to make coconut ladoo | coconut laddu recipe"," Kids Recipes, Navratri & Fasting Recipes, Tiffin Recipes, Vegan Recipes, Festival Recipes,Desserts, Popular Indian Recipes",coconut ladoo ,True,,,['3.8'],,2to3,,,15,http://www.vegrecipesofindia.com/coconut-ladoo-festival-recipes/
0,,,20,snacks,IndianStreetFood,", how to make pav bhaji recipe in cooker"," Kids Recipes, Starters & Snacks Recipes, Popular Indian Recipes, Indian Vegetable Recipes,Bachelor Recipes,Indian Street Food",pav bhaji in pressure cooker ,True,15,,['5'],,4to5,,,35,http://www.vegrecipesofindia.com/pav-bhaji-in-pressure-cooker-recipe/
0,,,25,breakfasts,"northindian,Punjabi",", how to make bathua paratha recipe | paratha recipes"," Kids Recipes,30 Minutes Recipes, North Indian Recipes, Vegan Recipes, Punjabi Recipes,Bachelor Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",bathua paratha ,True,25,,[''],,3,,,50,http://www.vegrecipesofindia.com/bathua-paratha-recipe/
0,,,,"Breakfast,snacks",Indian,", how to make chutney sandwich recipe"," Kids Recipes,15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Toddler Recipes,Bachelor Recipes,Indian Breakfast Recipes",chutney sandwich ,True,15,,['4.86'],,5to6,,,15,http://www.vegrecipesofindia.com/chutney-sandwich-recipe/
0,,,10,,, | navratri vrat recipes," Kids Recipes, Navratri & Fasting Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Gluten Free, Low Fat Recipes,Indian Breakfast Recipes",sama ke chawal ki idli or vrat ki idli ,False,540,,['5'],,2to3,,,550,http://www.vegrecipesofindia.com/sama-ke-chawal-ki-idli-vrat-ki-idli/
0,,,10,side,southindian," | red capsicum chutney recipe for idli, dosa or rice"," No Onion No Garlic, Vegan Recipes,Chutneys, South Indian Recipes",capsicum chutney ,True,5,,['5'],,6,,,15,http://www.vegrecipesofindia.com/capsicum-chutney-recipe/
0,,,20,snacks,"Bengali,IndianStreetFood",", how to make bengali style veg chop recipe | veg cutlets"," Indian Street Food,Bengali Recipes, Starters & Snacks Recipes, Vegan Recipes, Kids Recipes",veg chops ,True,30,,['5'],,10vegchops,,,50,http://www.vegrecipesofindia.com/veg-chops-recipe/
0,,,20,ricedish,southindian,", how to make mushroom biryani recipe","30 Minutes Recipes, Vegan Recipes, Rice Recipes, Tamil Nadu,Main Course,Bachelor Recipes, South Indian Recipes",mushroom biryani ,True,10,,['4.83'],,2,,,30,http://www.vegrecipesofindia.com/south-indian-mushroom-biryani/
0,,,30,main,"southindian,tamilian",", how to make tamarind rice recipe | puliyodharai recipe"," Vegan Recipes, Popular Indian Recipes, Rice Recipes, Tamil Nadu,No Onion No Garlic,Rice Recipes, South Indian Recipes",tamarind rice ,True,30,,['5'],,3to4,,,60,http://www.vegrecipesofindia.com/tamarind-rice-recipe/
0,,,30,snacks,Indian,", corn cutlet recipe | how to make corn patties"," Kids Recipes, No Onion No Garlic, Starters & Snacks Recipes, Maharashtrian Recipes,Gluten Free, Vegan Recipes,Bachelor Recipes,Indian Street Food",corn patties ,True,20,,['4.78'],,5to7tikkis,,,50,http://www.vegrecipesofindia.com/corn-cutlet-recipe/
0,,,25,Dessert,world, | eggless choco chip muffins recipe," Kids Recipes, Eggless Cakes, Tiffin Recipes,Desserts,Bachelor Recipes, International Cuisines",eggless chocolate chip muffins ,False,5,,['4.67'],,7muffins,,,30,http://www.vegrecipesofindia.com/eggless-chocolate-chip-muffins-recipe/
0,180,14,25,main,"northindian,Punjabi",", how to make methi mushroom restaurant style"," Main Course, North Indian Recipes, Punjabi Recipes, Popular Indian Recipes,Indian Curries,Bachelor Recipes",methi mushroom ,True,35,5,['4.94'],1,4,5,12,60,http://www.vegrecipesofindia.com/methi-mushroom-recipe/
0,,,5,sweets,Indian,", how to make pista badam barfi recipe"," Kids Recipes, Navratri & Fasting Recipes,30 Minutes Recipes, North Indian Recipes,Gluten Free, Festival Recipes,Desserts,Bachelor Recipes",badam pista barfi ,True,10,,['4.5'],,3to4,,,15,http://www.vegrecipesofindia.com/badam-pista-barfi-recipe/
0,,,30,side,world,", how to make baked gobi recipe | gobi recipes"," No Onion No Garlic,Bachelor Recipes, Vegan Recipes,International Cuisines",baked cauliflower ,True,15,,[''],,,,,45,http://www.vegrecipesofindia.com/baked-cauliflower-vegan-baked-cauliflower/
0,1415,200,50,Dessert,world,", how to make sponge cake in pressure cooker"," Kids Recipes, Eggless Cakes,Kids Recipes,Desserts, Popular Indian Recipes,Bachelor Recipes",pressure cooker cake ,True,10,23,['4.62'],36,1smallcake,104,58,60,http://www.vegrecipesofindia.com/pressure-cooker-cake-recipe/
0,,,10,main,northindian,", how to make dal tadka recipe restaurant style"," Main Course,30 Minutes Recipes, North Indian Recipes, Vegan Recipes, Popular Indian Recipes,Dal Recipes,Bachelor Recipes",dal tadka ,True,20,,['4.73'],,4to5,,,30,http://www.vegrecipesofindia.com/restaurant-style-dal-tadka/
0,,,30,side,"goan,Indian",", how to make lobia sabzi or chawli bhaji recipe"," Kids Recipes, Tiffin Recipes, Vegan Recipes,Goan Recipes,Bachelor Recipes, Konkani Recipes",lobia sabzi ,True,480,,[''],,3to4,,,510,http://www.vegrecipesofindia.com/lobia-sabzi-recipe-chawli-bhaji/
0,,,30,snacks,southindian,", how to make veg bonda recipe | vegetable bonda recipe"," Kids Recipes, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, South Indian Recipes,Indian Street Food,Starters & Snacks Recipes",veg bonda ,True,30,,['5'],,3to4,,,60,http://www.vegrecipesofindia.com/veg-bonda-recipe-vegetable-bonda/
0,,,20,,Italian,", how to make vegetable pizza | best veggie pizza recipe"," Kids Recipes, Main Course, Starters & Snacks Recipes,Bread Recipes, Popular Indian Recipes, International Cuisines",veg pizza ,False,140,,['4.6'],,3mediumsizedpizzasor2largepizzas,,,160,http://www.vegrecipesofindia.com/veg-pizza-recipe-vegetable-pizza/
0,,,,"condiment,side",southindian,", how to make quick mango chutney recipe"," Karnataka Recipes, Summer Recipes,15 Minutes Recipes, Vegan Recipes,Chutneys,Bachelor Recipes, South Indian Recipes",sweet mango chutney ,False,10,,['4.5'],,1mediumsizebowl,,,10,http://www.vegrecipesofindia.com/sweet-ripe-mango-chutney-recipe/
0,,,75,Dessert,baking,", kerala style christmas plum cake recipe"," Kids Recipes, International Cuisines,Eggless Cakes, Vegan Recipes",eggless fruit cake ,True,1440,,['4.91'],,1kg,,,1515,http://www.vegrecipesofindia.com/eggless-fruit-cake-recipe/
0,,,15,main,"Bengali,Indian", - bhaja muger khichuri for durga puja," No Onion No Garlic, Main Course, Vegan Recipes, Dal Recipes, Rice Recipes,Bengali Recipes",bengali moong dal khichdi ,True,30,,['4.43'],,3to4,,,45,http://www.vegrecipesofindia.com/bengali-moong-dal-khichdi-recipe/
0,,,40,"Breakfast,snacks",southindian,", how to make crispy medu vada | medu vadai recipe"," Kids Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Indian Breakfast Recipes, South Indian Recipes",medu vada ,True,240,,['4.71'],,4,,,280,http://www.vegrecipesofindia.com/medu-vada-recipe-medu-vada/
0,144,23,30,main,northindian,", how to make whole wheat butter naan recipe"," Kids Recipes, North Indian Recipes, No Onion No Garlic,Indian Breads & Parathas, Punjabi Recipes",butter naan ,True,120,4,['5'],2,12to14butternaan,1,4,150,http://www.vegrecipesofindia.com/butter-naan-recipe-whole-wheat-butter-naan/
0,,,,Dessert,world, | strawberry recipes,"15 Minutes Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free,Desserts,Bachelor Recipes, International Cuisines",chocolate covered strawberries ,True,15,,['5'],,12to15strawberriescoveredchocolate,,,15,http://www.vegrecipesofindia.com/chocolate-covered-strawberries/
0,,,35,Dessert,international,", how to make black forest cake",Eggless Cakes,eggless black forest cake ,False,50,,['4.67'],,1mediumblackforestcake,,,85,http://www.vegrecipesofindia.com/eggless-black-forest-cake-recipe/
0,,,30,main,Indian,", how to make paneer makhanwala recipe"," Kids Recipes,Festival Recipes, Paneer Recipes, Indian Curries, North Indian Recipes,Gluten Free, Popular Indian Recipes,Bachelor Recipes",paneer makhanwala ,True,30,,['4.82'],,4to5,,,60,http://www.vegrecipesofindia.com/paneer-makhanwala-recipe/
0,,,20,"Breakfast,main",Indian,", how to make vegetable dalia | indian porridge"," Kids Recipes, Main Course,30 Minutes Recipes, Tiffin Recipes, Vegan Recipes,Bachelor Recipes, Low Fat Recipes,Indian Breakfast Recipes",vegetable dalia ,True,10,,['3.75'],,2to3,,,30,http://www.vegrecipesofindia.com/vegetable-dalia/
0,,,20,snacks,"IndianStreetFood,mumbaistreetfood", - how to make samosa sandwich recipe," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Popular Indian Recipes,Bachelor Recipes,Indian Street Food,Starters & Snacks Recipes",samosa sandwich ,True,10,,['5'],,4sandwiches,,,30,http://www.vegrecipesofindia.com/samosa-sandwich-recipe/
0,,,20,snacks,Indian,", how to make aloo tikki recipe | potato patties recipe","Kids Recipes, No Onion No Garlic, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes",aloo tikki ,True,20,,['4.59'],,2,,,40,http://www.vegrecipesofindia.com/aloo-tikki-aloo-pattice-recipe-made-from-leftover-potatoes/
0,,,30,main,Indian, | veg dum mushroom biryani recipe," Main Course,Awadhi Cuisine, Rice Recipes",mushroom biryani ,True,60,,['5'],,5,,,90,http://www.vegrecipesofindia.com/mushroom-biryani-dum-mushroom-biryani/
0,,,,,Indian,,Cooking Tips & Methods,"Mixed Bean Sprouts Method, How to make Mixed Bean Sprouts at Home",False,,,['5'],,2cups,,,,http://www.vegrecipesofindia.com/mixed-bean-sprouts-mixed-sprouts/
0,,,15,snacks,northindian,", kachche kele ke kofte recipe | navratri recipes","Kids Recipes, Navratri & Fasting Recipes, No Onion No Garlic,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes",raw banana kofta ,True,15,,['4.84'],,2to3,,,30,http://www.vegrecipesofindia.com/raw-banana-kofta-recipe-kachche-kele-ke-kofte-navratri-recipes/
0,672,25,30,main,IndoChinese,", how to make chilli paneer | chilli paneer gravy recipe"," Main Course, Paneer Recipes, Tiffin Recipes, Indo-Chinese Recipes, Vegan Recipes, Popular Indian Recipes,Bachelor Recipes,Indian Street Food",chilli paneer ,True,30,15,['4.32'],18,2to3,6,57,60,http://www.vegrecipesofindia.com/chilli-paneer-indo-chinese-recipe/
0,64,12,20,starter,"Chinese,world",", how to make mushroom soup recipe | soup recipes","30 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes,Bachelor Recipes,International Cuisines",mushroom soup ,True,5,5,['4.67'],,2to3,4,,25,http://www.vegrecipesofindia.com/mushroom-soup-recipe/
0,,,15,lentils,northindian,", how to make masoor dal | easy masoor dal recipe"," Main Course,30 Minutes Recipes, North Indian Recipes, Vegan Recipes, Popular Indian Recipes,Dal Recipes,Bachelor Recipes, Low Fat Recipes",masoor dal ,True,15,,['4.86'],,2to3,,,30,http://www.vegrecipesofindia.com/masoor-dal-easy-masoor-dal/
0,,,20,main,"karanataka,Maharashtrian",", how to make jowar roti | jowar bhakri recipe"," Karnataka Recipes, Kids Recipes, Summer Recipes,30 Minutes Recipes, Maharashtrian Recipes,Gluten Free, Toddler Recipes, Vegan Recipes,Bachelor Recipes, Low Fat Recipes,Indian Breads & Parathas",jowar roti ,False,10,,['4.5'],,6smalltomediumrotis,,,30,http://www.vegrecipesofindia.com/jowar-roti-recipe-jowar-bhakri/
0,,,30,starter,IndoChinese,", how to make veg manchow soup recipe","Bachelor Recipes,Indian Street Food, Indo-Chinese Recipes, Vegan Recipes, Starters & Snacks Recipes",veg manchow soup ,True,15,,['4.39'],,2to3,,,45,http://www.vegrecipesofindia.com/veg-manchow-soup-recipe/
0,92,14,30,"Breakfast,main,Snack",Indian,", how to make masala poori recipe | spicy puri recipe"," No Onion No Garlic, Main Course, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",masala poori ,False,35,2,['4.5'],,12to14pooris,,3,65,http://www.vegrecipesofindia.com/masala-poori-spicy-poori/
0,,,40,Dessert,Indian,", how to make vegan carrot halwa | gajar halwa recipe"," Kids Recipes, Navratri & Fasting Recipes, North Indian Recipes, Vegan Recipes,Gluten Free, Festival Recipes,Desserts",carrot halwa ,True,15,,['4.15'],,4mediumdessertbowls,,,55,http://www.vegrecipesofindia.com/gajar-halwa-recipe-carrot-halwa/
0,203,24,50,main,"northindian,Punjabi"," restaurant style, how to make aloo gobi masala recipe"," Kids Recipes,Festival Recipes, Main Course, Indian Curries, North Indian Recipes,Gluten Free, Punjabi Recipes, Popular Indian Recipes",aloo gobi ,True,30,6,['4.65'],5,4to5,4,10,80,http://www.vegrecipesofindia.com/aloo-gobi-curry-recipe/
0,,,20,snacks,southindian,," No Onion No Garlic,Kerala Recipes, Starters & Snacks Recipes, Vegan Recipes, South Indian Recipes","suran chips or elephant foot yam chips, how to make suran chips ",True,30,,['4'],,2,,,50,http://www.vegrecipesofindia.com/suran-chips-yam-chips/
0,155,17,25,main,"goan,karnataka,konkan",", how to make dali tove recipe | konkani style dal recipe"," Karnataka Recipes, No Onion No Garlic, Main Course,30 Minutes Recipes,Dal Recipes,Bachelor Recipes, Goan Recipes, Konkani Recipes",dali toye ,False,5,5,['4'],6,4,,7,30,http://www.vegrecipesofindia.com/dali-toye-recipe/
0,,,35,,,," Kids Recipes,Desserts, Eggless Cakes",Eggless Chocolate Cake Recipe | Pressure cooker Chocolate Cake Recipe,True,25,,['4.54'],,1mediumcake,,,60,http://www.vegrecipesofindia.com/eggless-chocolate-cake-eggless-chocolate-cake-with-flaxseed/
0,,,,side,Indian,", how to make corn salad | salad recipes"," Summer Recipes,Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes,Summer Recipes",sweet corn salad ,True,,,['4.34'],,,,,,http://www.vegrecipesofindia.com/sweet-corn-salad-recipe/
0,,,,Dessert,"karnataka,southindian",", how to make banana rasayana recipe for navratri"," Karnataka Recipes, Kids Recipes, Summer Recipes, Navratri & Fasting Recipes,15 Minutes Recipes, Vegan Recipes,Gluten Free, Toddler Recipes,Karnataka Recipes,Desserts,Bachelor Recipes, South Indian Recipes",banana rasayana ,True,10,,[''],,1to2,,,10,http://www.vegrecipesofindia.com/banana-rasayana-recipe/
0,,,10,side,rajasthani,", rajasthani besan bhindi masala recipe"," Kids Recipes, No Onion No Garlic, Main Course, Tiffin Recipes,Gluten Free,Indian Vegetable Recipes,Bachelor Recipes",besan bhindi ,True,25,,['5'],,2to3,,,35,http://www.vegrecipesofindia.com/rajasthani-besan-bhindi-masala-recipe/
0,,,30,Breakfast,Indian,", how to make jeera paratha recipe | cumin paratha"," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes,Bachelor Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",jeera paratha ,True,20,,[''],,10to12parathas,,,50,http://www.vegrecipesofindia.com/jeera-paratha-recipe/
0,,,20,"Breakfast,brunch,Snack",southindian,", how to make tomato upma recipe | upma recipes"," Tiffin Recipes,30 Minutes Recipes, Starters & Snacks Recipes,Bachelor Recipes,Indian Breakfast Recipes, South Indian Recipes",tomato upma ,True,10,,['4.84'],,2to3,,,30,http://www.vegrecipesofindia.com/tomato-upma-recipe/
0,,,20,side,side,", how to make bhindi raita recipe | okra in spiced yogurt","30 Minutes Recipes, Starters & Snacks Recipes, Toddler Recipes,Gluten Free,Bachelor Recipes,Pickles-Sauces-Dips",bhindi raita ,True,5,,[''],,2to3,,,25,http://www.vegrecipesofindia.com/bhindi-raita-recipe/
0,,,30,Breakfast,northindian," or sweet paratha, how to make sugar paratha"," Kids Recipes, Tiffin Recipes, North Indian Recipes,Indian Breakfast Recipes",sugar paratha ,True,30,,['5'],,4,,,60,http://www.vegrecipesofindia.com/sugar-paratha-sweet-paratha/
0,,,45,"Dessert,sweets","Bengali,Indian",", how to make rasmalai recipe | diwali sweets recipes"," Kids Recipes, Navratri & Fasting Recipes, North Indian Recipes,Gluten Free, Festival Recipes, Popular Indian Recipes,Bengali Recipes, Desserts",rasmalai ,True,5,,['5'],,5to6,,,50,http://www.vegrecipesofindia.com/rasmalai-recipe/
0,,,15,"Breakfast,brunch,Snack",southindian,", how to make vegetable poha upma recipe"," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Tiffin Recipes, Vegan Recipes,Bachelor Recipes,Indian Breakfast Recipes, South Indian Recipes",poha upma ,True,15,,['4.6'],,3to4,,,30,http://www.vegrecipesofindia.com/poha-upma-recipe/
